EN,EM,Description,Composition strategy,Attribute
clear complexion,🔎👩🏻,"[':magnifying_glass_tilted_right:', ':woman_light_skin_tone:']",Direct,PERFECTION
clear complexion,👩✨,"[':woman:', ':sparkles:']",Metaphorical,PERFECTION
clear complexion,😌✨✨,"[':relieved_face:', ':sparkles:', ':sparkles:']",Metaphorical,PERFECTION
clear complexion,💁‍♀️,[':woman_tipping_hand:'],Single,PERFECTION
clear complexion,💆‍♀️👌,"[':woman_getting_massage:', ':OK_hand:']",Direct,PERFECTION
clear complexion,👨🚰🥗🪞✨,"[':man:', ':potable_water:', ':green_salad:', ':mirror:', ':sparkles:']",Metaphorical,PERFECTION
clear complexion,😍🧴,"[':smiling_face_with_heart-eyes:', ':lotion_bottle:']",Metaphorical,PERFECTION
clear indication,🔎👉,"[':magnifying_glass_tilted_right:', ':backhand_index_pointing_right:']",Direct,CLARITY
clear indication,✔️✔️,"[':check_mark:', ':check_mark:']",Reduplication,CLARITY
clear indication,😲😲🆗,"[':astonished_face:', ':astonished_face:', ':OK_button:']",Metaphorical,CLARITY
clear indication,🔮👓,"[':crystal_ball:', ':glasses:']",Direct,CLARITY
clear indication,✔️✍️,"[':check_mark:', ':writing_hand:']",Direct,CLARITY
clear indication,💬✔️❌❓,"[':speech_balloon:', ':check_mark:', ':cross_mark:', ':red_question_mark:']",Direct,CLARITY
clear indication,🗣👍🏻,"[':speaking_head:', ':thumbs_up_light_skin_tone:']",Direct,CLARITY
clear air,🌬,[':wind_face:'],Single,CLEARNESS
clear air,⛰️🌬️,"[':mountain:', ':wind_face:']",Metaphorical,CLEARNESS
clear air,💨💨✨,"[':dashing_away:', ':dashing_away:', ':sparkles:']",Metaphorical,CLEARNESS
clear air,🍃❌🚬🧹,"[':leaf_fluttering_in_wind:', ':cross_mark:', ':cigarette:', ':broom:']",Metaphorical,CLEARNESS
clear air,🌬️🍃👍,"[':wind_face:', ':leaf_fluttering_in_wind:', ':thumbs_up:']",Direct,CLEARNESS
clear air,💨✨❌🦠,"[':dashing_away:', ':sparkles:', ':cross_mark:', ':microbe:']",Metaphorical,CLEARNESS
clear air,👍🏻🌬,"[':thumbs_up_light_skin_tone:', ':wind_face:']",Direct,CLEARNESS
clear case,🔎💼,"[':magnifying_glass_tilted_right:', ':briefcase:']",Direct,CLARITY
clear case,✔️💼,"[':check_mark:', ':briefcase:']",Direct,CLARITY
clear case,👀🗣️,"[':eyes:', ':speaking_head:']",Metaphorical,CLARITY
clear case,🪟💼,"[':window:', ':briefcase:']",Direct,CLARITY
clear case,✔️💼,"[':check_mark:', ':briefcase:']",Direct,CLARITY
clear case,🕵🔬🔪🩸💡,"[':detective:', ':microscope:', ':kitchen_knife:', ':drop_of_blood:', ':light_bulb:']",Metaphorical,CLARITY
clear case,📂,[':open_file_folder:'],Single,CLARITY
clear idea,🔎💡,"[':magnifying_glass_tilted_right:', ':light_bulb:']",Direct,CLARITY
clear idea,✔️💡,"[':check_mark:', ':light_bulb:']",Direct,CLARITY
clear idea,🧠😲🆗,"[':brain:', ':astonished_face:', ':OK_button:']",Metaphorical,CLARITY
clear idea,🪟💡,"[':window:', ':light_bulb:']",Direct,CLARITY
clear idea,✔️💡,"[':check_mark:', ':light_bulb:']",Direct,CLARITY
clear idea,🤔💭💡✅,"[':thinking_face:', ':thought_balloon:', ':light_bulb:', ':check_mark_button:']",Metaphorical,CLARITY
clear idea,📑👍🏻,"[':bookmark_tabs:', ':thumbs_up_light_skin_tone:']",Direct,CLARITY
clear explanation,🔎🗣,"[':magnifying_glass_tilted_right:', ':speaking_head:']",Direct,CLARITY
clear explanation,✔️🗣️,"[':check_mark:', ':speaking_head:']",Direct,CLARITY
clear explanation,💬😲🆗,"[':speech_balloon:', ':astonished_face:', ':OK_button:']",Direct,CLARITY
clear explanation,👩‍🏫💯🗣️,"[':woman_teacher:', ':hundred_points:', ':speaking_head:']",Metaphorical,CLARITY
clear explanation,🗣️💡,"[':speaking_head:', ':light_bulb:']",Metaphorical,CLARITY
clear explanation,🤔❔👨‍🏫🗣️💡✅😀,"[':thinking_face:', ':white_question_mark:', ':man_teacher:', ':speaking_head:', ':light_bulb:', ':check_mark_button:', ':grinning_face:']",Metaphorical,CLARITY
clear explanation,👍🏻🗣,"[':thumbs_up_light_skin_tone:', ':speaking_head:']",Direct,CLARITY
clear glass,🔎🥛,"[':magnifying_glass_tilted_right:', ':glass_of_milk:']",Direct,CLEARNESS
clear glass,✔️🥛,"[':check_mark:', ':glass_of_milk:']",Direct,CLEARNESS
clear glass,🥃✨,"[':tumbler_glass:', ':sparkles:']",Metaphorical,CLEARNESS
clear glass,👓🥃,"[':glasses:', ':tumbler_glass:']",Direct,CLEARNESS
clear glass,✔️🥛,"[':check_mark:', ':glass_of_milk:']",Direct,CLEARNESS
clear glass,👓🔍✨✨,"[':glasses:', ':magnifying_glass_tilted_left:', ':sparkles:', ':sparkles:']",Direct,CLEARNESS
clear glass,🥃🔎,"[':tumbler_glass:', ':magnifying_glass_tilted_right:']",Direct,CLEARNESS
clear water,🔎💦,"[':magnifying_glass_tilted_right:', ':sweat_droplets:']",Direct,CLEARNESS
clear water,✔️💧,"[':check_mark:', ':droplet:']",Direct,CLEARNESS
clear water,💧💧✨,"[':droplet:', ':droplet:', ':sparkles:']",Metaphorical,CLEARNESS
clear water,👍💦💧,"[':thumbs_up:', ':sweat_droplets:', ':droplet:']",Direct,CLEARNESS
clear water,✔️💧,"[':check_mark:', ':droplet:']",Direct,CLEARNESS
clear water,💧💧🔬✨❌🦠,"[':droplet:', ':droplet:', ':microscope:', ':sparkles:', ':cross_mark:', ':microbe:']",Metaphorical,CLEARNESS
clear water,💧⚪️,"[':droplet:', ':white_circle:', '']",Metaphorical,CLEARNESS
clear-cut evidence,🔎📑,"[':magnifying_glass_tilted_right:', ':bookmark_tabs:']",Direct,CLARITY
clear-cut evidence,✔️📃,"[':check_mark:', ':page_with_curl:']",Direct,CLARITY
clear-cut evidence,📶😮✨👍,"[':antenna_bars:', ':face_with_open_mouth:', ':sparkles:', ':thumbs_up:']",Metaphorical,CLARITY
clear-cut evidence,🔍🕵️‍♂️🎉,"[':magnifying_glass_tilted_left:', ':man_detective:', ':party_popper:']",Metaphorical,CLARITY
clear-cut evidence,🕵✂️📜,"[':detective:', ':scissors:', ':scroll:']",Direct,CLARITY
clear-cut evidence,🔪❓🔬💡✔️,"[':kitchen_knife:', ':red_question_mark:', ':microscope:', ':light_bulb:', ':check_mark:']",Metaphorical,CLARITY
clear-cut evidence,📜🔎,"[':scroll:', ':magnifying_glass_tilted_right:']",Direct,CLARITY
unclear action,🤔🏃‍♀️,"[':thinking_face:', ':woman_running:']",Direct,CLARITY
unclear action,❌♟️,"[':cross_mark:', ':chess_pawn:']",Direct,CLARITY
unclear action,🤨🧐🤷‍♀️🤷‍♂️,"[':face_with_raised_eyebrow:', ':face_with_monocle:', ':woman_shrugging:', ':man_shrugging:']",Semantic list,CLARITY
unclear action,❓❓❓,"[':red_question_mark:', ':red_question_mark:', ':red_question_mark:']",Reduplication,CLARITY
unclear action,🕺🤔,"[':man_dancing:', ':thinking_face:']",Direct,CLARITY
unclear action,👨‍🏫🗣️📝❓❓❓,"[':man_teacher:', ':speaking_head:', ':memo:', ':red_question_mark:', ':red_question_mark:', ':red_question_mark:']",Metaphorical,CLARITY
unclear action,❓🤨,"[':red_question_mark:', ':face_with_raised_eyebrow:']",Metaphorical,CLARITY
deep trance,🕳️👀,"[':hole:', ':eyes:']",Direct,DEPTH
deep trance,♒😵,"[':Aquarius:', ':face_with_crossed-out_eyes:']",Direct,DEPTH
deep trance,😵,[':face_with_crossed-out_eyes:'],Single,DEPTH
deep trance,😵‍💫,[':face_with_spiral_eyes:'],Single,DEPTH
deep trance,😵‍💫😶,"[':face_with_spiral_eyes:', ':face_without_mouth:']",Semantic list,DEPTH
deep trance,😵‍💫,[':face_with_spiral_eyes:'],Single,DEPTH
deep trance,🧘‍♂️,[':man_in_lotus_position:'],Single,DEPTH
deep trance,😵‍💫⬇️,"[':face_with_spiral_eyes:', ':down_arrow:']",Direct,DEPTH
deep sigh,🕳️😮‍💨,"[':hole:', ':face_exhaling:']",Direct,DEPTH
deep sigh,😞😞,"[':disappointed_face:', ':disappointed_face:']",Reduplication,DEPTH
deep sigh,😮‍💨,[':face_exhaling:'],Single,DEPTH
deep sigh,😮‍💨,[':face_exhaling:'],Single,DEPTH
deep sigh,😮‍💨😥😕,"[':face_exhaling:', ':sad_but_relieved_face:', ':confused_face:']",Semantic list,DEPTH
deep sigh,😮‍💨,[':face_exhaling:'],Single,DEPTH
deep sigh,😮‍💨😮‍💨,"[':face_exhaling:', ':face_exhaling:']",Reduplication,DEPTH
deep sigh,😤🌬️,"[':face_with_steam_from_nose:', ':wind_face:']",Metaphorical,DEPTH
deep cut,🕳️✂️,"[':hole:', ':scissors:']",Direct,SIZE
deep cut,🤕✂️,"[':face_with_head-bandage:', ':scissors:']",Metaphorical,SIZE
deep cut,🔪🔪🔪,"[':kitchen_knife:', ':kitchen_knife:', ':kitchen_knife:']",Reduplication,SIZE
deep cut,🩸😱😵🔪,"[':drop_of_blood:', ':face_screaming_in_fear:', ':face_with_crossed-out_eyes:', ':kitchen_knife:']",Metaphorical,SIZE
deep cut,☝️🔪🩸🩸,"[':index_pointing_up:', ':kitchen_knife:', ':drop_of_blood:', ':drop_of_blood:']",Metaphorical,SIZE
deep cut,✂️🩸,"[':scissors:', ':drop_of_blood:']",Metaphorical,SIZE
deep cut,🤕,[':face_with_head-bandage:'],Single,SIZE
deep cut,🩸🤕,"[':drop_of_blood:', ':face_with_head-bandage:']",Metaphorical,SIZE
deep voice,🕳️🗣️,"[':hole:', ':speaking_head:']",Direct,PITCH
deep voice,🤔🗣,"[':thinking_face:', ':speaking_head:']",Metaphorical,PITCH
deep voice,🐻🎤,"[':bear:', ':microphone:']",Metaphorical,PITCH
deep voice,🗣️👨‍🦳,"[':speaking_head:', ':man_white_hair:']",Metaphorical,PITCH
deep voice,🗣️🔊🔽,"[':speaking_head:', ':speaker_high_volume:', ':downwards_button:']",Direct,PITCH
deep voice,🗣️,[':speaking_head:'],Single,PITCH
deep voice,🗣️ 🧏‍♂️,"[':speaking_head:', ':deaf_man:']",Metaphorical,PITCH
deep voice,🗣️⬇️,"[':speaking_head:', ':down_arrow:']",Direct,PITCH
deep emotion,🕳️😋,"[':hole:', ':face_savoring_food:']",Direct,DEPTH
deep emotion,🤔🤔,"[':thinking_face:', ':thinking_face:']",Reduplication,DEPTH
deep emotion,😭🌊,"[':loudly_crying_face:', ':water_wave:']",Metaphorical,DEPTH
deep emotion,🧐🤯,"[':face_with_monocle:', ':exploding_head:']",Metaphorical,DEPTH
deep emotion,⏬😢😭,"[':fast_down_button:', ':crying_face:', ':loudly_crying_face:']",Direct,DEPTH
deep emotion,🤬🤯😭😔,"[':face_with_symbols_on_mouth:', ':exploding_head:', ':loudly_crying_face:', ':pensive_face:']",Semantic list,DEPTH
deep emotion,😶,[':face_without_mouth:'],Single,DEPTH
deep emotion,😖🥺😤,"[':confounded_face:', ':pleading_face:', ':face_with_steam_from_nose:']",Semantic list,DEPTH
deep concentration,🕳️🤫,"[':hole:', ':shushing_face:']",Direct,DEPTH
deep concentration,🤔🧐,"[':thinking_face:', ':face_with_monocle:']",Semantic list,DEPTH
deep concentration,😵😵😵,"[':face_with_crossed-out_eyes:', ':face_with_crossed-out_eyes:', ':face_with_crossed-out_eyes:']",Reduplication,DEPTH
deep concentration,🧐👩‍💻✏️,"[':face_with_monocle:', ':woman_technologist:', ':pencil:']",Metaphorical,DEPTH
deep concentration,⏬🧐🤓,"[':fast_down_button:', ':face_with_monocle:', ':nerd_face:']",Direct,DEPTH
deep concentration,🤔,[':thinking_face:'],Single,DEPTH
deep concentration,📖,[':open_book:'],Single,DEPTH
deep concentration,📃📄🤓😵‍💫,"[':page_with_curl:', ':page_facing_up:', ':nerd_face:', ':face_with_spiral_eyes:']",Metaphorical,DEPTH
deep sleep,🕳️🛌,"[':hole:', ':person_in_bed:']",Direct,DEPTH
deep sleep,😴😪🛌,"[':sleeping_face:', ':sleepy_face:', ':person_in_bed:']",Metaphorical,DEPTH
deep sleep,😴😴😴,"[':sleeping_face:', ':sleeping_face:', ':sleeping_face:']",Reduplication,DEPTH
deep sleep,😪🤤😴😵,"[':sleepy_face:', ':drooling_face:', ':sleeping_face:', ':face_with_crossed-out_eyes:']",Metaphorical,DEPTH
deep sleep,😴🛌💤💤,"[':sleeping_face:', ':person_in_bed:', ':zzz:', ':zzz:']",Metaphorical,DEPTH
deep sleep,😪💤,"[':sleepy_face:', ':zzz:']",Metaphorical,DEPTH
deep sleep,😴😴,"[':sleeping_face:', ':sleeping_face:']",Reduplication,DEPTH
deep sleep,😴😴💤💤,"[':sleeping_face:', ':sleeping_face:', ':zzz:', ':zzz:']",Metaphorical,DEPTH
deep breath,🕳️😮‍💨,"[':hole:', ':face_exhaling:']",Direct,DEPTH
deep breath,😮🫁,"[':face_with_open_mouth:', ':lungs:']",Metaphorical,DEPTH
deep breath,😮‍💨😮‍💨😮‍💨,"[':face_exhaling:', ':face_exhaling:', ':face_exhaling:']",Reduplication,DEPTH
deep breath,😮‍💨,[':face_exhaling:'],Single,DEPTH
deep breath,🥱😮😮‍💨,"[':yawning_face:', ':face_with_open_mouth:', ':face_exhaling:']",Semantic list,DEPTH
deep breath,😮‍💨,[':face_exhaling:'],Single,DEPTH
deep breath,👃💨,"[':nose:', ':dashing_away:']",Metaphorical,DEPTH
deep breath,🌬️🫁,"[':wind_face:', ':lungs:']",Metaphorical,DEPTH
high price,💲💲💲💲,"[':heavy_dollar_sign:', ':heavy_dollar_sign:', ':heavy_dollar_sign:', ':heavy_dollar_sign:']",Reduplication,DEGREE
high price,🔝💸,"[':TOP_arrow:', ':money_with_wings:']",Metaphorical,DEGREE
high price,⬆️💲,"[':up_arrow:', ':heavy_dollar_sign:']",Direct,DEGREE
high price,🔝💵💸,"[':TOP_arrow:', ':dollar_banknote:', ':money_with_wings:']",Direct,DEGREE
high price,💸🤑🏦,"[':money_with_wings:', ':money-mouth_face:', ':bank:']",Metaphorical,DEGREE
high price,🏷💰,"[':label:', ':money_bag:']",Metaphorical,DEGREE
high price,🪜💲,"[':ladder:', ':heavy_dollar_sign:']",Direct,DEGREE
high price,💲🤯👆,"[':heavy_dollar_sign:', ':exploding_head:', ':backhand_index_pointing_up:']",Metaphorical,DEGREE
high forehead,👨‍🦲🤏,"[':man_bald:', ':pinching_hand:']",Metaphorical,HEIGHT
high forehead,🔝👩‍🦲,"[':TOP_arrow:', ':woman_bald:']",Direct,HEIGHT
high forehead,⬆️👴,"[':up_arrow:', ':old_man:']",Direct,HEIGHT
high forehead,👨‍🦲❌👦👨,"[':man_bald:', ':cross_mark:', ':boy:', ':man:']",Metaphorical,HEIGHT
high forehead,⬆️👩‍🦲,"[':up_arrow:', ':woman_bald:']",Direct,HEIGHT
high forehead,☝️👨‍🦲,"[':index_pointing_up:', ':man_bald:']",Direct,HEIGHT
high forehead,🪜🤦🏻‍♀️,"[':ladder:', ':woman_facepalming_light_skin_tone:']",Metaphorical,HEIGHT
high forehead,👨‍🦲👆,"[':man_bald:', ':backhand_index_pointing_up:']",Direct,HEIGHT
high hope,😇🙏,"[':smiling_face_with_halo:', ':folded_hands:']",Metaphorical,DEGREE
high hope,🔝✡️,"[':TOP_arrow:', ':star_of_David:']",Direct,DEGREE
high hope,⬆️☺️,"[':up_arrow:', ':smiling_face:']",Direct,DEGREE
high hope,🔝🤞🙏🌠💫🍀🤗,"[':TOP_arrow:', ':crossed_fingers:', ':folded_hands:', ':shooting_star:', ':dizzy:', ':four_leaf_clover:', ':smiling_face_with_open_hands:']",Metaphorical,DEGREE
high hope,⬆️😇🤞,"[':up_arrow:', ':smiling_face_with_halo:', ':crossed_fingers:']",Metaphorical,DEGREE
high hope,⬆️🙏,"[':up_arrow:', ':folded_hands:']",Direct,DEGREE
high hope,🪜🙏🏼,"[':ladder:', ':folded_hands_medium-light_skin_tone:']",Metaphorical,DEGREE
high hope,🙏😌👆,"[':folded_hands:', ':relieved_face:', ':backhand_index_pointing_up:']",Metaphorical,DEGREE
high building,🔝🏢,"[':TOP_arrow:', ':office_building:']",Direct,HEIGHT
high building,🔝🗼,"[':TOP_arrow:', ':Tokyo_tower:']",Direct,HEIGHT
high building,⬆️🗼,"[':up_arrow:', ':Tokyo_tower:']",Direct,HEIGHT
high building,🔝🏢🌆,"[':TOP_arrow:', ':office_building:', ':cityscape_at_dusk:']",Direct,HEIGHT
high building,🗼🏰🏯,"[':Tokyo_tower:', ':castle:', ':Japanese_castle:']",Direct,HEIGHT
high building,⬆️🏙,"[':up_arrow:', ':cityscape:']",Direct,HEIGHT
high building,🪜🏢,"[':ladder:', ':office_building:']",Metaphorical,HEIGHT
high building,🏢👆,"[':office_building:', ':backhand_index_pointing_up:']",Direct,HEIGHT
high mountain,🏔️😲,"[':snow-capped_mountain:', ':astonished_face:']",Metaphorical,HEIGHT
high mountain,🔝🗻,"[':TOP_arrow:', ':mount_fuji:']",Direct,HEIGHT
high mountain,⬆️🏔️,"[':up_arrow:', ':snow-capped_mountain:']",Direct,HEIGHT
high mountain,🔝⛰️,"[':TOP_arrow:', ':mountain:']",Direct,HEIGHT
high mountain,⛰️🏔️🗻,"[':mountain:', ':snow-capped_mountain:', ':mount_fuji:']",Semantic list,HEIGHT
high mountain,⬆️⛰️,"[':up_arrow:', ':mountain:']",Direct,HEIGHT
high mountain,🪜🏔,"[':ladder:', ':snow-capped_mountain:']",Metaphorical,HEIGHT
high mountain,🏔️👆,"[':snow-capped_mountain:', ':backhand_index_pointing_up:']",Direct,HEIGHT
high temperature,☀️♨️🥵🌡️,"[':sun:', ':hot_springs:', ':hot_face:', ':thermometer:']",Metaphorical,DEGREE
high temperature,🔝🥵,"[':TOP_arrow:', ':hot_face:']",Metaphorical,DEGREE
high temperature,🌡️🤒,"[':thermometer:', ':face_with_thermometer:']",Metaphorical,DEGREE
high temperature,🤒🥴🥵,"[':face_with_thermometer:', ':woozy_face:', ':hot_face:']",Metaphorical,DEGREE
high temperature,🥵♨️☀️🛏️,"[':hot_face:', ':hot_springs:', ':sun:', ':bed:']",Metaphorical,DEGREE
high temperature,🌡☀️,"[':thermometer:', ':sun:']",Metaphorical,DEGREE
high temperature,🤒,[':face_with_thermometer:'],Metaphorical,DEGREE
high temperature,🌡️🤒👆,"[':thermometer:', ':face_with_thermometer:', ':backhand_index_pointing_up:']",Metaphorical,DEGREE
high risk,😷⚠️☠️,"[':face_with_medical_mask:', ':warning:', ':skull_and_crossbones:']",Metaphorical,DEGREE
high risk,🔝☠️,"[':TOP_arrow:', ':skull_and_crossbones:']",Direct,DEGREE
high risk,☢️☣️⚠️,"[':radioactive:', ':biohazard:', ':warning:']",Metaphorical,DEGREE
high risk,🔝🆘,"[':TOP_arrow:', ':SOS_button:']",Direct,DEGREE
high risk,🗻☠️☣️,"[':mount_fuji:', ':skull_and_crossbones:', ':biohazard:']",Metaphorical,DEGREE
high risk,💀❗️,"[':skull:', ':red_exclamation_mark:', '']",Metaphorical,DEGREE
high risk,⚠️⚠️⚠️,"[':warning:', ':warning:', ':warning:']",Reduplication,DEGREE
high risk,☢️☣️🙅👆,"[':radioactive:', ':biohazard:', ':person_gesturing_NO:', ':backhand_index_pointing_up:']",Direct,DEGREE
high opinion,🗣️💯,"[':speaking_head:', ':hundred_points:']",Direct,DEGREE
high opinion,🔝🗣️,"[':TOP_arrow:', ':speaking_head:']",Direct,DEGREE
high opinion,👩‍⚕️👨‍🎓👍,"[':woman_health_worker:', ':man_student:', ':thumbs_up:']",Metaphorical,DEGREE
high opinion,🔝👨‍⚕️👩‍⚕️,"[':TOP_arrow:', ':man_health_worker:', ':woman_health_worker:']",Metaphorical,DEGREE
high opinion,❗‼️,"[':red_exclamation_mark:', ':double_exclamation_mark:']",Metaphorical,DEGREE
high opinion,⬆️🗣,"[':up_arrow:', ':speaking_head:']",Direct,DEGREE
high opinion,👍🏼👍🏼👍🏼,"[':thumbs_up_medium-light_skin_tone:', ':thumbs_up_medium-light_skin_tone:', ':thumbs_up_medium-light_skin_tone:']",Reduplication,DEGREE
high opinion,🗣️👆,"[':speaking_head:', ':backhand_index_pointing_up:']",Direct,DEGREE
high river,🏞️,[':national_park:'],Single,DEGREE
high river,🔝🏞️,"[':TOP_arrow:', ':national_park:']",Direct,DEGREE
high river,⬆️🏞️,"[':up_arrow:', ':national_park:']",Direct,DEGREE
high river,🔝🌊🏞️,"[':TOP_arrow:', ':water_wave:', ':national_park:']",Direct,DEGREE
high river,🏞️,[':national_park:'],Single,DEGREE
high river,⬆️🏞,"[':up_arrow:', ':national_park:']",Direct,DEGREE
high river,🪜🏞,"[':ladder:', ':national_park:']",Direct,DEGREE
high river,🌊👆,"[':water_wave:', ':backhand_index_pointing_up:']",Direct,DEGREE
high point,🔝☝️,"[':TOP_arrow:', ':index_pointing_up:']",Direct,DEGREE
high point,🔝👆,"[':TOP_arrow:', ':backhand_index_pointing_up:']",Direct,DEGREE
high point,⬆️👉,"[':up_arrow:', ':backhand_index_pointing_right:']",Direct,DEGREE
high point,🔝👉🗼,"[':TOP_arrow:', ':backhand_index_pointing_right:', ':Tokyo_tower:']",Direct,DEGREE
high point,🏔️,[':snow-capped_mountain:'],Single,DEGREE
high point,⬆️☝️,"[':up_arrow:', ':index_pointing_up:']",Direct,DEGREE
high point,🪜👆,"[':ladder:', ':backhand_index_pointing_up:']",Metaphorical,DEGREE
high point,🔺👆,"[':red_triangle_pointed_up:', ':backhand_index_pointing_up:']",Direct,DEGREE
cool drink,🧊🥃,"[':ice:', ':tumbler_glass:']",Metaphorical,TEMPERATURE
cool drink,🆒🥤,"[':COOL_button:', ':cup_with_straw:']",Direct,TEMPERATURE
cool drink,🧊🍾,"[':ice:', ':bottle_with_popping_cork:']",Metaphorical,TEMPERATURE
cool drink,🧊🍹🍺,"[':ice:', ':tropical_drink:', ':beer_mug:']",Metaphorical,TEMPERATURE
cool drink,🆒🍹,"[':COOL_button:', ':tropical_drink:']",Direct,TEMPERATURE
cool drink,🧊🍸,"[':ice:', ':cocktail_glass:']",Metaphorical,TEMPERATURE
cool drink,🥤🧃,"[':cup_with_straw:', ':beverage_box:']",Semantic list,TEMPERATURE
cool drink,💨🥤,"[':dashing_away:', ':cup_with_straw:']",Direct,TEMPERATURE
cool relation,🧊👬,"[':ice:', ':men_holding_hands:']",Direct,EMOTIONALITY
cool relation,🆒🧑‍🤝‍🧑,"[':COOL_button:', ':people_holding_hands:']",Direct,EMOTIONALITY
cool relation,😎👬,"[':smiling_face_with_sunglasses:', ':men_holding_hands:']",Direct,EMOTIONALITY
cool relation,🤜🤛🤝,"[':right-facing_fist:', ':left-facing_fist:', ':handshake:']",Metaphorical,EMOTIONALITY
cool relation,🆒👫,"[':COOL_button:', ':woman_and_man_holding_hands:']",Direct,EMOTIONALITY
cool relation,😶🥶🙎,"[':face_without_mouth:', ':cold_face:', ':person_pouting:']",Direct,EMOTIONALITY
cool relation,🧊🧍‍♂️🧍‍♀️,"[':ice:', ':man_standing:', ':woman_standing:']",Metaphorical,EMOTIONALITY
cool relation,💨👬,"[':dashing_away:', ':men_holding_hands:']",Direct,EMOTIONALITY
cool reception,🧊🤝,"[':ice:', ':handshake:']",Direct,EMOTIONALITY
cool reception,🆒🏨🛎️☎️,"[':COOL_button:', ':hotel:', ':bellhop_bell:', ':telephone:']",Direct,EMOTIONALITY
cool reception,😎🎊,"[':smiling_face_with_sunglasses:', ':confetti_ball:']",Metaphorical,EMOTIONALITY
cool reception,🙂☺️👋,"[':slightly_smiling_face:', ':smiling_face:', ':waving_hand:']",Metaphorical,EMOTIONALITY
cool reception,🆒💁,"[':COOL_button:', ':person_tipping_hand:']",Direct,EMOTIONALITY
cool reception,😐👋,"[':neutral_face:', ':waving_hand:']",Metaphorical,EMOTIONALITY
cool reception,🧍‍♀️🎙️☎️,"[':woman_standing:', ':studio_microphone:', ':telephone:']",Metaphorical,EMOTIONALITY
cool reception,💨👩🖥,"[':dashing_away:', ':woman:', ':desktop_computer:']",Direct,EMOTIONALITY
cool room,🧊🏠,"[':ice:', ':house:']",Direct,TEMPERATURE
cool room,🆒🛋️,"[':COOL_button:', ':couch_and_lamp:']",Direct,TEMPERATURE
cool room,🌡️🥶🏠,"[':thermometer:', ':cold_face:', ':house:']",Direct,TEMPERATURE
cool room,🥶🧤🧣🌬️🧥🏠,"[':cold_face:', ':gloves:', ':scarf:', ':wind_face:', ':coat:', ':house:']",Metaphorical,TEMPERATURE
cool room,🆒🏠,"[':COOL_button:', ':house:']",Direct,TEMPERATURE
cool room,❄️💨🏠,"[':snowflake:', ':dashing_away:', ':house:']",Metaphorical,TEMPERATURE
cool room,🧊🏤,"[':ice:', ':post_office:']",Direct,TEMPERATURE
cool room,💨🛌,"[':dashing_away:', ':person_in_bed:']",Direct,TEMPERATURE
cool breeze,🧊🌬️,"[':ice:', ':wind_face:']",Metaphorical,TEMPERATURE
cool breeze,🆒🍃,"[':COOL_button:', ':leaf_fluttering_in_wind:']",Direct,TEMPERATURE
cool breeze,🥶💨,"[':cold_face:', ':dashing_away:']",Metaphorical,TEMPERATURE
cool breeze,❄️🌬️💨,"[':snowflake:', ':wind_face:', ':dashing_away:']",Metaphorical,TEMPERATURE
cool breeze,🆒🍃,"[':COOL_button:', ':leaf_fluttering_in_wind:']",Direct,TEMPERATURE
cool breeze,❄️💨,"[':snowflake:', ':dashing_away:']",Metaphorical,TEMPERATURE
cool breeze,🧊🌬️💨,"[':ice:', ':wind_face:', ':dashing_away:']",Metaphorical,TEMPERATURE
cool breeze,💨 💨,"[':dashing_away:', ':dashing_away:']",Reduplication,TEMPERATURE
inadequate income,❌💲💲,"[':cross_mark:', ':heavy_dollar_sign:', ':heavy_dollar_sign:']",Direct,QUANTITY
inadequate income,⚠️💰,"[':warning:', ':money_bag:']",Direct,QUANTITY
inadequate income,😞💰,"[':disappointed_face:', ':money_bag:']",Direct,QUANTITY
inadequate income,💸,[':money_with_wings:'],Single,QUANTITY
inadequate income,❌💰👛,"[':cross_mark:', ':money_bag:', ':purse:']",Direct,QUANTITY
inadequate income,🤷💸🏘️,"[':person_shrugging:', ':money_with_wings:', ':houses:']",Metaphorical,QUANTITY
inadequate income,🤞💵,"[':crossed_fingers:', ':dollar_banknote:']",Direct,QUANTITY
inadequate income,📉💰,"[':chart_decreasing:', ':money_bag:']",Direct,QUANTITY
inadequate training,❌🧑‍🏫,"[':cross_mark:', ':teacher:']",Direct,ADEQUACY
inadequate training,⚠️🏃‍♀️💪🏋,"[':warning:', ':woman_running:', ':flexed_biceps:', ':person_lifting_weights:']",Metaphorical,ADEQUACY
inadequate training,😣👬👬👭,"[':persevering_face:', ':men_holding_hands:', ':men_holding_hands:', ':women_holding_hands:']",Direct,ADEQUACY
inadequate training,🤵🤵‍♂️❌,"[':person_in_tuxedo:', ':man_in_tuxedo:', ':cross_mark:']",Direct,ADEQUACY
inadequate training,❌🤼🤺,"[':cross_mark:', ':people_wrestling:', ':person_fencing:']",Direct,ADEQUACY
inadequate training,🤷🚈📋,"[':person_shrugging:', ':light_rail:', ':clipboard:']",Direct,ADEQUACY
inadequate training,👎🏋️‍♀️,"[':thumbs_down:', ':woman_lifting_weights:']",Metaphorical,ADEQUACY
inadequate training,🔻🙋🏻‍♀️🏣,"[':red_triangle_pointed_down:', ':woman_raising_hand_light_skin_tone:', ':Japanese_post_office:']",Metaphorical,ADEQUACY
inadequate staff,❌🤵,"[':cross_mark:', ':person_in_tuxedo:']",Direct,ADEQUACY
